가고일스, gargoyles
엔지오, NGO
풀러, puller
엔캡슐레이션, encapsulation
엔케팔린, enkephalin
엔큐, NQ
큐에이엠, QAM
엔크로칭, encroaching
엔클로저, enclosure
엔타블러처, entablature
엔타블레처, entablature
엔타시스, entasis
엔타카폰, entacapone
엔탈피, enthalpy
엔터, enter
엔터투어먼트, entertourment
엔터티, entity
엔터프라이즈, enterprise
엔테로가스트론, enterogastrone
엔테로개스트론, enterogastrone
엔테로글루카곤, enteroglucagon
엔테로바이러스, enterovirus
엔테로박터, Enterobacter
엔테로카이네이스, enterokinase
엔테로카이네이즈, enterokinase
엔테로크리닌, enterocrinin
엔테로키나아제, enterokinase
엔테로키나제, enterokinase
엔테로키닌, enterokinin
엔테로톡신, enterotoxin
엔테로펩티다아제, enteropeptidase
엔테카, enteque
투플, tuple
엔트런스, entrance
엔티, NT
엔티비, NTB
엔티솔, entisol
엔티시, NTC
엔티시비, NTCB
엔티시에스, NTCS
엔티에스, NTS
엔티에스시, NTSC
엔티에이, NTA
엔티오, NTO
엔티오에이, NTOA
엔티졸, entisol
서브타입, subtype
인스턴스, instance
엔티피, NTP
페네틸놀몰핀, Phenethylnormorphine
엔프로스틸, enprostil
엔프로필린, enprofylline
엔플루레인, enflurane
엔피, NP
엔피디유, NPDU
엔피브이, NPV
엔피시, NPC
엔피에스, NPS
엔피에이치, NPH
엔피엔, NPN
엔피엘, NPL
엔피오, NPO
엔피유, NPU
엔피티, NPT
엔하모닉, enharmonic
엔핸서, enhancer
엘, eel
엘, El
패소, Paso
엘더, elder
호스텔, hostel
엘더블유엘, LWL
엘더블유지, LWG
엘더스, Elders
엘도, ELDO
엘도스테인, erdosteine
엘드린, eldrin
엘디, LD
엘디디, LDD
엘디모스, LDMOS
엘디비, LDB
엘디시, LDC
엘디아르, LDR
엘디알, LDR
엘디에이치, LDH
엘디에이피, LDAP
엘디에프, LDF
엘디엘, LDL
엘디오, LDO
엘디케이, LDK
엘디티, LDT
엘라스타아제, elastase
엘라스타이트, elastite
엘라스토머, elastomer
엘라스티서티, elasticity
엘라스티신, elasticin
엘라스틱, elastic
엘라스틴, elastin
엘라테리신, elatericin
엘라티올, elatior
엘래미, elemi
엘러먼트, element
엘레베이션, elevation
엘레본, elevon
엘레트립탄, eletriptan
엘리건트, elegant
엘리노그렐, elinogrel
덤벨, dumbell
엘리베이팅, elevating
엘리시타, elicitor
엘리어싱, aliasing
엘리자, ELIZA
엘리자베션, Elizabethan
엘리펀트, elephant
벨스, bells
엘릭시르, elixir
엘린바, elinvar
엘린트, ELINT
엘립소미터, ellipsometer
엘보윙, elbowing
엘브거스트, elvegust
엘브이디, LVD
엘브이디티, LVDT
엘브이엘, LVL
엘비에스, LBS
엘비에이, LBA
엘비엔, LBN
엘비엔엘, LBNL
엘비오, LBO
엘비피, LBP
엘시시, LCC
엘시아르, LCR
엘시에스, LCS
엘시에스더블유, LCSW
엘시에스이에이, LCSEA
엘시에이, LCA
엘시에프, LCF
엘시에프에스, LCFS
엘시엔이, LCNE
엘시엘, LCL
엘시엠, LCM
엘시엠에스, LCMS
엘시엠피, LCMP
엘시오에스, LCoS
엘시유, LCU
엘시티, LCT
엘시피, LCP
엘시피에스, LCPS
엘아르, LR
엘아르시, LRC
엘아르시에스, LRCS
엘아르엠, LRM
엘아르유, LRU
엘아이, LI
엘아이비아이디, LIBID
엘아이비에스, LIBS
엘아이비오아르, LIBOR
엘아이에스, LIS
엘아이에스아이, LISI
엘아이에프, LIF
엘아이에프에프이, LIFFE
엘아이엘오, LILO
엘아이오시에스, LIOCS
엘알시에스, LRCS
엘에스, LS
엘에스디, LSD
엘에스비, LSB
엘에스시, LSC
엘에스시엔, LSCN
엘에스아르, LSR
엘에스에스유, LSSU
엘에스엘, LSL
엘에스엠, LSM
엘에스유, LSU
엘에스이, LSE
엘에스큐에이, LSQA
엘에스티, LST
엘에스티티엘, LSTTL
엘에스피, LSP
엘에이, LA
포논, phonon
하드코어, hardcore
엘에이시, LAC
엘에이시이, LACE
엘에이아이, LAI
엘에이아이에이, LAIA
엘에이에이, LAA
엘에이에프티에이, LAFTA
엘에이엠이, LAME
엘에이이에스, LAES
엘에이지, LAG
엘에이치더블유, LHW
엘에이치아크, LHarc
엘에이치에이, LHA
엘에이티, LAT
엘에이피, LAP
엘에프, LF
엘에프비, LFB
엘에프에스아르, LFSR
엘에프오, LFO
엘에프유, LFU
엘에프이, LFE
엘에프지, LFG
엘엑스, Lx
엘엔에이, LNA
엘엔지, LNG
엘엘, LL
엘엘더블유엘, LLWL
엘엘디시, LLDC
엘엘디피, LLDP
엘엘시, LLC
엘엘시에스, LLCS
엘엘에스, LLS
엘엘에프, LLF
엘엘엔, LLN
엘엘유, LLU
엘엘피, LLP
엘엠, LM
엘엠엑스, LMX
엘엠엠, LMM
엘엠이, LME
엘엠지, LMG
엘엠티디, LMTD
엘오, LO
엘오디, LOD
엘오비, LOB
엘오아이, LOI
엘오에프, LOF
엘오엘, LOL
챔피언십, Championship
엘오엘피, LOLP
엘오이피, LOEP
엘와이오엔, LYON
엘유비, LUB
엘유에이, LUA
엘유에프, LUF
엘유에프에스, LUFS
엘유티, LUT
엘이, LE
엘이시, LEC
엘이에스, LES
엘이에프, LEF
엘이엔, LEN
엘이엘, LEL
엘이이디, LEED
제이, J
엘제트이엑스이, LZEXE
엘지, LG
엘지디, LGD
엘지에이, LGA
엘지엔, LGN
엘지엠오, LGMO
엘카세트, elcaset
엘코, elco
엘코먼, LCOMMON
엘큐, LQ
엘큐아르, LQR
엘큐엘, LQL
엘크, elk
테아닌, theanine
티피, TP
엘티브이, LTV
엘티비, LTB
엘티시, LTC
엘티에스, LTS
엘티에스에이, LTSA
엘티에프아르, LTFR
엘티엠, LTM
엘티오, LTO
엘티이, LTE
어드밴스트, advanced
엘티피엘, LTPL
엘파르, LPAR
엘피, LP
엘피시, LPC
엘피아이, LPI
엘피알, LPR
엘피에스, LPS
엘피에이, LPA
엘피에이시, LPAC
엘피엠, LPM
엘피지, LPG
엘피지에이, LPGA
엘피티, LPT
엘핀, elfin
엠, em
엔, &
엠노스, MNOS
니스, ness
엠더블유디, MWD
엠더블유시, MWC
엠더블유엘, MWL
엠디, MD
엠디디, MDD
엠디비, MDB
엠디아르, MDR
엠디아르티, MDRT
엠디아이, MDI
엠디알에스, MDRS
엠디에스, MDS
엠디에스에스, MDSS
엠디에이, MDA
엠디에프, MDF
엠디엔에스, MDNS
엠디엠, MDM
엠디엠에스, MDMS
엠라, EMLA
엠램, MRAM
엠랩, MRAP
엠바고, embargo
엠버, amber
엠벨린, embelin
엠보스, emboss
엠보스트, embossed
엠보싱, embossing
엠본, MBONE
엠브라민, embramine
엠브리오테가, embryotega
엠브이, MV
엠브이디, MVD
엠브이디에스, MVDS
엠브이아이, MVI
엠브이아이피, MVIP
엠브이에스, MVS
엠브이에이, MVA
엠브이엔오, MVNO
엠브이지, MVG
엠브이티, MVT
엠브이피, MVP
엠블럼, emblem
엠비, MB
엠비아르, MBR
엠비언스, ambience
엠비에스, MBS
엠비에이, MBA
엠비에이에스, MBAS
엠비오, MBO
엠비이, MBE
엠비티, MBT
엠시브이디, MCVD
엠시브이티, MCVT
엠시아르, MCR
엠시아이, MCI
엠시아이에프, MCIF
엠시에스, MCS
엠시에이, MCA
엠시에이치, MCH
엠시에프, MCF
엠시에프시, MCFC
엠시엑스, MCX
엠시엔, MCN
엠시엠, MCM
엠시유, MCU
엠시지에이, MCGA
엠시티, MCT
엠시피, MCP
엠시피비, MCPB
엠시피에이, MCPA
엠아르, MR
엠아르비엠, MRBM
엠아르시, MRC
엠아르아이, MRI
엠아르엔, MRN
엠아르엔에이, mRNA
엠아르오, MRO
엠아르티디, MRTD
엠아르피, MRP
엠아이디, MID
엠아이비, MIB
엠아이시, MIC
엠아이시아르, MICR
엠아이시알, MICR
엠아이시에스, MICS
엠아이시이, MICE
엠아이아르브이, MIRV
엠아이아르아르, MIRR
엠아이아르이엑스, MIREX
엠아이아이, MII
엠아이알브이, MIRV
엠아이에스, MIS
엠아이에스디, MISD
엠아이에스오, MISO
엠아이에이치, MIH
엠아이에프, MIF
엠아이엘, MIL
엠아이엠이, MIME
엠아이유, MIU
엠아이지에이, MIGA
엠아이티, MIT
랩, labs
엠아이티신, MITSYN
엠아이피, MIP
엠아이피시오엠, MIPCOM
엠알, MR
엠알비엠, MRBM
엠알시피, MRCP
엠알시피아이, MRCPI
엠알시피이, MRCPE
엠알아이, MRI
엠알오, MRO
엠알지, MRG
엠에스디, MSD
엠에스디비, MSDB
엠에스디에스, MSDS
엠에스디에스지, MSDSG
엠에스비, MSB
엠에스비디, MSBD
엠에스시, MSC
시비시피, CBCP
엠에스아르, MSR
엠에스아르엘, MSRL
엠에스아르피, MSRP
엠에스알, MSR
엠에스에스, MSS
엠에스에스디, MSSD
엠에스에이, MSA
엠에스에이시, MSAC
엠에스에이치, MSH
엠에스엑스, MSX
엠에스엠, MSM
엠에스오, MSO
엠에스유, MSU
엠에스케이, MSK
엠에스티, MST
엠에스피, MSP
엠에스피피, MSPP
엠에이, Ma
엠에이, MA
엠에이더블유비, MAWB
엠에이디, MAD
엠에이시, MAC
엠에이시디, MACD
엠에이시티브이, MACTV
엠에이아르, MAR
엠에이아르브이, MARV
엠에이아이, MAI
엠에이아이에프아이, MAIFI
엠에이아이에프아이이, MAIFIE
엠에이알, MAR
엠에이알브이, MARV
엠에이에스, MAS
엠에이에스엠, MASM
엠에이에이, MAA
엠에이엔, MAN
엠에이엠시, MAMC
엠에이이, MAE
엠에이제이시, MAJC
엠에이치디시, MHDC
엠에이치에스, MHS
엠에이치에이, MHA
엠에이치엠, MHM
엠에이치이, MHE
엠에이티브이, MATV
엠에이피, MAP
엠에이피엘, MAPL
엠에프, MF
엠에프시, MFC
엠에프아르, MFR
엠에프아이, MFI
엠에프에스케이, MFSK
엠에프에이, MFA
엠에프엔, MFN
엠에프엠, MFM
엠에프티, MFT
엠에프피, MFP
엠엑스엠, MXM
엠엔디, MND
엠엔시, MNC
엠엔오, MNO
엠엔피, MNP
엠엘, ML
엠엘더블유아이, MLWI
엠엘디, MLD
엠엘브이에스에스, MLVSS
엠엘에스, MLS
엠엘에스에스, MLSS
엠엘에이, MLA
엠엘이, MLE
엠엘피, MLP
엠엘피에스, MLPS
엠엠더블유, MMW
엠엠디에스, MMDS
엠엠디에이, MMDA
엠엠시, MMC
엠엠시에이, MMCA
엠엠아르, MMR
엠엠아이, MMI
엠엠아이에프에프, MMIFF
엠엠알, MMR
엠엠에스, MMS
엠엠에이, MMA
엠엠에프, MMF
엠엠엘, MML
엠엠엠, MMM
엠엠엠에프, MMMF
엠엠오, MMO
엠엠오알피지, MMORPG
엠엠오지, MMOG
엠엠유, MMU
엠엠티, MMT
엠엠피아이, MMPI
엠오, Mo
엠오비에스, MOBS
엠오비에이, MOBA
엠오아르, MOR
엠오아이, MOI
엠오에스, MOS
엠오에이, MOA
엠오에프, MOF
엠오에프에프, MOFF
엠오엘, MOL
엠오엠, MOM
엠오유, MOU
엠오티, MOT
마케팅, marketting
엠오피, MOP
엠오피피, MOPP
엠와이에스큐엘, MySQL
엠유에프, MUF
엠유피, MUP
엠이, ME
엠이더블유, MEW
엠이디, MED
엠이브이, MEV
엠이아르시오에스유아르, MERCOSUR
엠이아르엠, MERM
엠이에스, MES
엠이에이, MEA
엠이엔, MEN
엠이엔에이, MENA
엠이엘, MEL
엠이엘이시, MELEC
엠이엘피, MELP
엠이엠에스, MEMS
엠이티, MET
엠이피, MEP
엠지, MG
엠지디, MGD
엠지시피, MGCP
엠지엠, MGM
엠지피에스, MGPS
엠케이브이, MKV
엠큐, MQ
트론, TRON
엠트리시타빈, emtricitabine
엠티, MT
엠티, empty
엠티디엠, MTDM
엠티비, MTB
엠티비에프, MTBF
엠티시, MTC
엠티시유, MTCU
엠티아이, MTI
엠티에스, MTS
엠티에이, MTA
엠티에프, MTF
엠티엔, MTN
엠티엠, MTM
엠티오피에스, Mtops
엠티티아르, MTTR
엠티티에프, MTTF
엠티티에프에프, MTTFF
엠티피, MTP
엠퍼러, emperor
엠퍼서틱, empathetic
엠퍼시스, emphasis
포틴, fourteen
포에, four
이, A
엠피, MP
엠피시, MPC
엠피아르, MPR
엠피에스, MPS
엠피에스디, MPSD
엠피에이, MPA
엠피에이치, mph
엠피에프, MPF
엠피엘, MPL
엠피엘에스, MPLS
엠피유, MPU
엠피이, MPE
엠피큐, MPQ
엠피피, MPP
엡시딕, EBCDIC
엡시시마브, abciximab
엡타조신, eptazocine
엡티피바티드, eptifibatide
엣징, edging
여미, YUMMY
여피, yuppie
케어러, carer
영거, younger
처치, church
예스, yes
옐로우, yellow
그리이스, grease
옐로케이크, yellowcake
옙스, YAFFS
오, oh
해피, happy
오가나이즈드, organised
오가네손, oganesson
오가노이드, organoid
오가닉, organic
오간자, oganza
오개닉, organic
오거, augur
오거나이저, organizer
오거니제이션웨어, organizationware
오그, Ogg
보비스, Vorbis
오그멘터, augmenter
오그멘터, augmentor
포스, fourths
오그웨어, orgware
오니틴, ornithine
오닉스, onyx
오닝, awning
오다, order
오더리, orderly
오더블유디엠, OWDM
오더블유에프, OWF
오도미터, odometer
오도스, ODOS
오드, odd
이븐, even
오디, OD
오디너리, ordinary
오디비시, ODBC
오디비엠에스, ODBMS
오디시, ODC
오디아이, ODI
오디언, audion
오디에스오, ODSO
오디에이, ODA
오디에이션, audiation
오디엠, ODM
레스토레이션, restoration
오디오, Audio
스컬프트, Sculpt
스펙트라, spectra
워터마크, watermark
인덱싱, indexing
콘퍼런싱, conferencing
큐브스, cubes
오디오그래피, audiography
오디오그램, audiogram
오디오메트리, audiometry
오디오미터, audiometer
오디오와프, audiowarp
오디오텍스, audiotex
오디오파일, audiophile
오디온, audion
오디올로지, audiology
오디지, ODG
오디토리엄, auditorium
오디트, audit
오디피, ODP
오라, aura
오라믹스, Oramics
오라민, auramine
오라클, oracle
오라토, orator
오랑우탄, orangutan
오랜지, orange
오럴, oral
오레가노, oregano
오레오, oreo
오렌지에이드, orangeade
오로라, aurora
히스, hiss
오로럴, auroral
오로벨라, orovela
오로스, OROS
오로파타딘, olopatadine
오르, oar
오르가니스트, organist
힘, hymn
오르니친, ornithine
디카르복실레이즈, decarboxylase
오르니틴, ornithine
오르시놀, orcinol
오르시프레날린, orciprenaline
오르토, ortho
오르토스코프, orthoscope
오르토스타트, orthostat
오르토팬, orthopan
오르토헬륨, orthohelium
오르페나드린, orphenadrine
오리얼, oriel
오리엔탈, oriental
오리엔탈리즘, orientalism
오리엔터블, orientable
오리엔티어링, orienteering
오리제닌, oryzenin
오리지날, original
오리지널, original
오리지널리티, originality
오리피스, orifice
오릭스, oryx
오마딘, omadine
오마르, omar
오메가, omega
오메가트론, omegatron
오메토에이트, omethoate
오메프라졸, omeprazole
오믈렛, omelet
오밀록세틴, omiloxetine
오바, over
마이어, maier
조닝, zoning
콤팩션, compaction
패인, pane
페이스, pace
플래이드, plaid
텐터, tenter
오버그라운드, overground
오버나이트, overnight
오트밀, oatmeal
오버더빙, overdubbing
오버드라이브, overdrive
오버드로잉, overdrawing
오버라이트, overwrite
오버라이팅, overwriting
오버라인, overline
오버래핑, overlapping
오버랩, overlap
오버랩트, overlapped
오버랩핑, overlapping
오버러닝, overrunning
오버런, overrun
오버로드, overload
오버로딩, overloading
오버로크, overlock
오버록, overlock
오버룰, overrule
오버리액트, overreact
오버매터, overmatter
오버바이어스, overbias
오버밸런스, overbalance
오버밸류, overvalue
오버부킹, overbooking
오버블라우스, overblouse
오버블로잉, overblowing
오버사이드, overside
오버사이즈, oversize
오버사이즈드, oversized
오버슈즈, overshoes
오버슈트, overshoot
오버슈팅, overshooting
오버슛, overshoot
오버스로, overthrow
오버스캔, overscan
오버스텝, overstep
오버스트라이크, overstrike
오버시스, oversheath
오버액션, overaction
오버액트, overact
오버워크, overwork
오버웨이트, overweight
오버차지, overcharge
오버추어, overture
오버캐스팅, overcasting
오버커트, overcoat
오버킬, overkill
오버타임, overtime
오버톤, overtone
오버트래블, overtravel
오버패스, overpass
오버페이드, overpaid
오버플레이, overplay
오버핸드, overhand
오버행, overhang
오버행잉, overhanging
오버홀, overhaul
오버히트, overheat
오벌, oval
오베이, obey
오벨리아, obelia
오벨리온, obelion
오보닉, ovonic
오보뮤신, ovomucin
오보뮤코이드, ovomucoid
오브뮤신, ovomucin
오브시치나, obshchina
오브알부민, ovalbumin
오브이아이디, OVID
오브이에이, OVA
오브이엠, OVM
오브젝트, Object
애니매이션, animation
오브젝티브, objective
브로일링, broiling
